index	table_id	annotator_id	premise	hypothesis	label 
10460	T1748	GW84	The Capital city of Islamabad are 906.5 km2 (350.0 sq mi). 	Islamabad's capital city is less than 1000 km squared.	0
10461	T1748	GW84	The Rural of Islamabad are 466.20 km2 (180.00 sq mi). 	Most people visit the rural areas of Islamabad.	1
10462	T1748	GW84	The Urban of Islamabad are 220.15 km2 (85.00 sq mi). 	There are more urban areas than rural areas of Islamabad.	2
10463	T1748	GW85	The Rural of Islamabad are 466.20 km2 (180.00 sq mi). 	Islamabad is a large place.	0
10464	T1748	GW85	The Highest elevation of Islamabad are 620 m (2,000 ft). 	Islamabad is mostly high elevation	1
10465	T1748	GW85	The Lowest elevation of Islamabad are 490 m (1,610 ft). 	Islamabad is almost all under water.	2
10466	T1749	GW93	The Genre of Infinite are Hip hop. 	Infinite is in the hip hop genre.	0
10467	T1749	GW93	The Producer of Infinite are Eminem, Jeff & Mark Bass (exec.), and Mr. Porter. 	Infinite's main producer was Eminem.	1
10468	T1749	GW93	The Recorded of Infinite are 1995-96. 	Infinite was recorded in 1993.	2
10469	T1749	GW85	The Genre of Infinite are Hip hop. 	Infinite was a hip hop short film.	0
10470	T1749	GW85	The Recorded of Infinite are 1995-96. 	Infinite had big stars producing it.	1
10471	T1749	GW85	The Released of Infinite are November 12, 1996. 	Infinite never was liked by eminem	2
10472	T1749	GW94	The Recorded of Infinite are 1995-96. 	Infinite had three producers.	0
10473	T1749	GW94	The Recorded of Infinite are 1995-96. 	Infinite recorded starting at the beginning of 1995.	1
10474	T1749	GW94	The Released of Infinite are November 12, 1996. 	Infinite was released in 1997.	2
10475	T1750	GW85	The Label of How to Dismantle an Atomic Bomb are Island, Interscope. 	How to Dismantle an Atomic Bomb was recorded in 2003	0
10476	T1750	GW85	The Length of How to Dismantle an Atomic Bomb are 49 : 03. 	It was finished in 2004	1
10477	T1750	GW85	The Length of How to Dismantle an Atomic Bomb are 49 : 03. 	How to Dismantle an Atomic Bomb is not a Island production	2
10478	T1750	GW93	The Studio of How to Dismantle an Atomic Bomb are Hanover Quay  (Dublin), and South of France. 	Hanover Quay was released in 2004.	0
10479	T1750	GW93	The Studio of How to Dismantle an Atomic Bomb are Hanover Quay  (Dublin), and South of France. 	More of the album for How to Dismantle an Atomic Bomb was produced in Hanover Quay than South of France.	1
10480	T1750	GW93	The Length of How to Dismantle an Atomic Bomb are 49 : 03. 	How to Dismantle an Atomic Bomb was over an hour.	2
10481	T1750	GW86	The Recorded of How to Dismantle an Atomic Bomb are February 2003 -  July 2004. 	How to Dismantle an Atomic Bomb was recorded in under 6 months.	0
10482	T1750	GW86	The Recorded of How to Dismantle an Atomic Bomb are February 2003 -  July 2004. 	The principal producer of How to Dismantle an Atomic Bomb was Steve Lillywhite.	1
10483	T1750	GW86	The Length of How to Dismantle an Atomic Bomb are 49 : 03. 	How to Dismantle an Atomic Bomb is over an hour long.	2
10484	T1751	GW94	How to Train Your Dragon was Release date on March 26, 2010  ( 2010-03-26 ). 	How to Train Your Dragon was over an hour and a half long.	0
10485	T1751	GW94	The Distributed by of How to Train Your Dragon are Paramount Pictures. 	Jay Baruchel is the most important actor in How to Train Your Dragon.	1
10486	T1751	GW94	The Box office of How to Train Your Dragon are $495.8 million. 	How to Train Your Dragon did not make money at the box office.	2
10487	T1751	GW93	The Box office of How to Train Your Dragon are $495.8 million. 	How to Train Your Dragon made money in the box office.	0
10488	T1751	GW93	The Directed by of How to Train Your Dragon are Chris Sanders, and Dean DeBlois. 	The main director of How to Train Your Dragon was Chris Sanders.	1
10489	T1751	GW93	The Running time of How to Train Your Dragon are 98 minutes. 	How to Train Your Dragon is less than 1.5 hours long.	2
10490	T1751	GW84	The Box office of How to Train Your Dragon are $495.8 million. 	How to Train Your Dragon made over a couple hundred million dollars in the box office.	0
10491	T1751	GW84	How to Train Your Dragon was Release date on March 26, 2010  ( 2010-03-26 ). 	How to Train Your Dragon was turned into a movie five years after the book was published.	1
10492	T1751	GW84	The Running time of How to Train Your Dragon are 98 minutes. 	How to Train Your Dragon runs for over an hour and a half.	2
10493	T1753	GW93	The Birth name of Hozier are Andrew Hozier-Byrne. 	Andrew Hozier-Byrne was born in Ireland.	0
10494	T1753	GW93	The Birth name of Hozier are Andrew Hozier-Byrne. 	Andrew Hozier-Byrne performed in front of a large crowed with Mavis Staples.	1
10495	T1753	GW93	The Birth name of Hozier are Andrew Hozier-Byrne. 	Andrew Hozier-Byrne is no longer active.	2
10496	T1753	GW85	The Birth name of Hozier are Andrew Hozier-Byrne. 	Hozier real name is Andrew Hozier-Byrne	0
10497	T1753	GW85	The Occupation(s) of Hozier are Musician, singer, and songwriter. 	Hozier is in his 20's.	1
10498	T1753	GW85	The Occupation(s) of Hozier are Musician, singer, and songwriter. 	Hozier is not famous.	2
10499	T1753	GW94	The Birth name of Hozier are Andrew Hozier-Byrne. 	Andrew Hozier-Byrne had three record labels.	0
10500	T1753	GW94	The Birth name of Hozier are Andrew Hozier-Byrne. 	Andrew Hozier-Byrne opened multiple times for Mavis Staples.	1
10501	T1753	GW94	The Years active of Hozier are 2008-present. 	Andrew Hozier-Byrne is not active anymore.	2
10502	T1754	GW93	The Doctoral advisor of Sir Ian Wilmut are Christopher Polge. 	Sir Ian Wilmut's doctoral advisor was Christopher Polge.	0
10503	T1754	GW93	The Nationality of Sir Ian Wilmut are English. 	Sir Ian Wilmut won over ten awards.	1
10504	T1754	GW93	The Known for of Sir Ian Wilmut are Dolly the sheep. 	Sir Ian Wilmut was known for a cat.	2
10505	T1754	GW84	The Born of Sir Ian Wilmut are 7 July 1944  (age 74)   Hampton Lucy, England. 	Sir Ian Wilmut was born during the summer time.	0
10506	T1754	GW84	The Alma mater of Sir Ian Wilmut are University of Nottingham (BSc), and University of Cambridge (PhD). 	Sir Ian Wilmut went to Cambridge for longer than the University of Nottingham.	1
10507	T1754	GW84	The Known for of Sir Ian Wilmut are Dolly the sheep. 	Sir Ian Wilmut was born in the latter part of the 20th century.	2
10508	T1754	GW2	The Residence of Sir Ian Wilmut are Edinburgh, Scotland. 	Sir Ian Wilmut lives in the UK.	0
10509	T1754	GW2	The Known for of Sir Ian Wilmut are Dolly the sheep. 	Sir Ian Wilmut created Dolly the sheep in 1988.	1
10510	T1754	GW2	The Residence of Sir Ian Wilmut are Edinburgh, Scotland. 	Sir Ian Wilmut died in 2001.	2
10511	T1755	GW84	The Origin of In Flames are Gothenburg, Sweden. 	In Flames is a European band.	0
10512	T1755	GW84	The Years active of In Flames are 1990-present. 	In Flames was signed to Epic before they were signed to Fearless.	1
10513	T1755	GW84	The Years active of In Flames are 1990-present. 	In Flames has only ever been signed to one label.	2
10514	T1755	GW2	The Years active of In Flames are 1990-present. 	The band In Flames recorded on more than ten labels.	0
10515	T1755	GW2	The Years active of In Flames are 1990-present. 	In Flames did one tour a year from 1994 to 2002.	1
10516	T1755	GW2	The Origin of In Flames are Gothenburg, Sweden. 	In Flames is a metal band from South America.	2
10517	T1755	GW93	The Origin of In Flames are Gothenburg, Sweden. 	In Flames originated in Sweden.	0
10518	T1755	GW93	The Origin of In Flames are Gothenburg, Sweden. 	In Flames has the original band members still in tact.	1
10519	T1755	GW93	The Origin of In Flames are Gothenburg, Sweden. 	In Flames is no longer active.	2
10520	T1756	GW4	The Directed by of Isle of Dogs are Wes Anderson. 	Isle of Dogs was written and directed by the same person.	0
10521	T1756	GW4	Isle of Dogs was Release date on February 15, 2018  ( 2018-02-15 )  (Berlinale), March 23, 2018  ( 2018-03-23 )  (United States), and May 10, 2018  ( 2018-05-10 )  (Germany). 	Isle of Dogs was all recorded at one point in time.	1
10522	T1756	GW4	The Language of Isle of Dogs are English, and Japanese. 	Isle of Dogs was two hours long.	2
10523	T1756	GW84	The Directed by of Isle of Dogs are Wes Anderson. 	The screenplay for Isle of Dogs is by the same man that directed it.	0
10524	T1756	GW84	The Language of Isle of Dogs are English, and Japanese. 	Isle of Dogs made more money in English than in Japanese.	1
10525	T1756	GW84	The Running time of Isle of Dogs are 101 minutes. 	Isle of Dogs runs less than an hour and a half.	2
10526	T1756	GW93	The Box office of Isle of Dogs are $64.2 million. 	Isle of Dogs made over $60 million dollars in the box office.	0
10527	T1756	GW93	The Screenplay by of Isle of Dogs are Wes Anderson. 	Wes Anderson is the main writer of Isle of Dogs.	1
10528	T1756	GW93	The Running time of Isle of Dogs are 101 minutes. 	Isle of Dogs has a running time of less than one hour.	2
10529	T1757	GW93	Highway to Hell was Released on 27 July 1979  ( 1979-07-27 ). 	Highway to Hell was released in the summer of 1979.	0
10530	T1757	GW93	The Length of Highway to Hell are 41 : 40. 	Highway to Hell was the most successful in the USA.	1
10531	T1757	GW93	The Length of Highway to Hell are 41 : 40. 	Highway to Hell is over an hour long.	2
10532	T1757	GW4	Highway to Hell was Released on 27 July 1979  ( 1979-07-27 ). 	Highway to Hell was released in the summer of 1979.	0
10533	T1757	GW4	The Recorded of Highway to Hell are December 1978 (AUS), January-February 1979 (US), and March-April 1979 (UK). 	Highway to Hell took several years to record and master.	1
10534	T1757	GW4	Highway to Hell was Released on 27 July 1979  ( 1979-07-27 ). 	Highway to Hell was over an hour in length.	2
10535	T1757	GW85	The Genre of Highway to Hell are Hard rock, and blues rock. 	Highway to Hell is Hard rock	0
10536	T1757	GW85	Highway to Hell was Released on 27 July 1979  ( 1979-07-27 ). 	Highway to Hell came out in summer	1
10537	T1757	GW85	Highway to Hell was Released on 27 July 1979  ( 1979-07-27 ). 	Highway to Hell was a long movie	2
10538	T1759	GW85	The Flavor of Hpnotiq are Fruity, and tropical. 	Hpnotiq is a brand of booze.	0
10539	T1759	GW85	The Alcohol by volume of Hpnotiq are 17%. 	Hpnotiq has a high alcohol rate.	1
10540	T1759	GW85	The Flavor of Hpnotiq are Fruity, and tropical. 	it is very bitter	2
10541	T1759	GW2	The Flavor of Hpnotiq are Fruity, and tropical. 	Hpnotiq is a colorful liqueur made in North America.	0
10542	T1759	GW2	The Flavor of Hpnotiq are Fruity, and tropical. 	Hpnotiq has a blueberry flavor.	1
10543	T1759	GW2	The Proof (US) of Hpnotiq are 34. 	Hpnotiq is made in Europe.	2
10544	T1759	GW93	The Flavor of Hpnotiq are Fruity, and tropical. 	Hpnotiq has a fruity flavor.	0
10545	T1759	GW93	The Type of Hpnotiq are Liqueur. 	Hpnotiq is popular outside of the US.	1
10546	T1759	GW93	The Type of Hpnotiq are Liqueur. 	Hpnotiq is non-alcoholic.	2
10547	T1760	GW72	Inglourious Basterds was Release date on May 20, 2009  ( 2009-05-20 )  (Cannes), August 20, 2009  ( 2009-08-20 )  (Germany), and August 21, 2009  ( 2009-08-21 )  (United States). 	Inglourious Basterds was released for worldwide audiences	0
10548	T1760	GW72	The Language of Inglourious Basterds are English, German, and French. 	Inglourious Basterds is Quentin Tarantino latest movie	1
10549	T1760	GW72	The Cinematography of Inglourious Basterds are Robert Richardson. 	Inglourious Basterds had a different writer and director	2
10550	T1760	GW74	The Written by of Inglourious Basterds are Quentin Tarantino. 	Inglourious Basterds was written and directed by the same person.	0
10551	T1760	GW74	The Country of Inglourious Basterds are United States, and Germany. 	Inglourious Basterds made $321.5 million mostly in the United States.	1
10552	T1760	GW74	The Running time of Inglourious Basterds are 153 minutes. 	Inglourious Basterds made less money than its budget.	2
10553	T1760	GW96	The Box office of Inglourious Basterds are $321.5 million. 	Box office proceeds for Inglourious Basterds were more than triple its budget.	0
10554	T1760	GW96	The Cinematography of Inglourious Basterds are Robert Richardson. 	Inglourious Basterds was the first film where Quentin Tarantino worked with a female film editor.	1
10555	T1760	GW96	The Produced by of Inglourious Basterds are Lawrence Bender. 	One person both wrote the script and produced Inglourious Basterds.	2
10556	T1761	GW72	The Official languages of Isle of Man    Mannin ,  Ellan Vannin  (Manx) are English ( de facto ), and Manx (Traditional). 	English is not the traditional language of Isle of Man	0
10557	T1761	GW72	The Religion of Isle of Man    Mannin ,  Ellan Vannin  (Manx) are Christianity (Church of England). 	Isle of Man's original religion was Christianity	1
10558	T1761	GW72	The Upper house of Isle of Man    Mannin ,  Ellan Vannin  (Manx) are Legislative Council. 	Isle of Man only has one house in its legislature	2
10559	T1761	GW86	The Upper house of Isle of Man    Mannin ,  Ellan Vannin  (Manx) are Legislative Council. 	The legislative body of the Isle of Man is composed of multiple houses.	0
10560	T1761	GW86	The Demonym(s) of Isle of Man    Mannin ,  Ellan Vannin  (Manx) are Manx. 	The majority of the inhabitants of the Isle of Man are practicing Christians.	1
10561	T1761	GW86	The Demonym(s) of Isle of Man    Mannin ,  Ellan Vannin  (Manx) are Manx. 	The Isle of Man was established in the 17th century.	2
10562	T1761	GW85	The Demonym(s) of Isle of Man    Mannin ,  Ellan Vannin  (Manx) are Manx. 	Isle of Man is english.	0
10563	T1761	GW85	The Demonym(s) of Isle of Man    Mannin ,  Ellan Vannin  (Manx) are Manx. 	Isle of Man was made in 1765	1
10564	T1761	GW85	The Status of Isle of Man    Mannin ,  Ellan Vannin  (Manx) are Crown dependency. 	Isle of Man is not a crown dependancy	2
10565	T1762	GW86	The Years active of Hilary Duff are 1993-present. 	Hilary Duff has at least one sibling.	0
10566	T1762	GW86	The Children of Hilary Duff are 2. 	Hilary Duff has 2 children from her marriage to her former spouse.	1
10567	T1762	GW86	The Occupation of Hilary Duff are Actress, singer-songwriter, designer, author, and producer. 	Hilary Duff is an only child.	2
10568	T1762	GW93	The Genres of Hilary Duff are Pop, pop rock, and dance-pop. 	Hilary Duff is known as a pop singer.	0
10569	T1762	GW93	The Website of Hilary Duff are hilaryduff .com. 	Hilary Duff manages her own website.	1
10570	T1762	GW93	The Years active of Hilary Duff are 1993-present. 	Hilary Duff has only been under one label.	2
10571	T1762	GW85	The Occupation of Hilary Duff are Actress, singer-songwriter, designer, author, and producer. 	Hilary Duff was an actress	0
10572	T1762	GW85	The Genres of Hilary Duff are Pop, pop rock, and dance-pop. 	Hilary Duff was into pop singing	1
10573	T1762	GW85	The Born of Hilary Duff are September 28, 1987  (age 31)   Houston, Texas, U.S.. 	Hilary Duff was never on tv	2
10574	T1764	GW84	The Length of Innervisions are 44 : 12. 	Innervisions ran for longer than a half hour, but less than an hour.	0
10575	T1764	GW84	The Producer of Innervisions are Stevie Wonder, Robert Margouleff (assoc), and Malcolm Cecil (assoc). 	Innervisions was the first album that Stevie Wonder worked on.	1
10576	T1764	GW84	The Genre of Innervisions are Soul, funk, rock, and jazz. 	Innervisions was a hard rock album.	2
10577	T1764	GW2	The Length of Innervisions are 44 : 12. 	Innervisions was recorded in the 1970's on two coasts.	0
10578	T1764	GW2	The Studio of Innervisions are The Record Plant   (Los Angeles, California), and Media Sound Studios   (New York City, New York). 	Innervisions reached gold record status its first month on the charts.	1
10579	T1764	GW2	The Length of Innervisions are 44 : 12. 	Innervisions is an hour long hard rock album.	2
10580	T1764	GW93	The Released of Innervisions are August 3, 1973. 	Innervisions was released in the summer of 1973.	0
10581	T1764	GW93	The Producer of Innervisions are Stevie Wonder, Robert Margouleff (assoc), and Malcolm Cecil (assoc). 	The main producer for Innervisions is Stevie Wonder.	1
10582	T1764	GW93	The Length of Innervisions are 44 : 12. 	Innervisions is over an hour long.	2
10583	T1765	GW93	The Associated acts of Ice Cube are N.W.A, Da Lench Mob, Westside Connection, C.I.A., and Snoop Dogg. 	Ice Cube is associated with Snoop Dogg.	0
10584	T1765	GW93	The Website of Ice Cube are icecube .com. 	Ice Cube manages his own website.	1
10585	T1765	GW93	The Born of Ice Cube are June 15, 1969  (age 49)   Los Angeles, California, U.S.. 	Ice Cube was born O'Connor Jackson.	2
10586	T1765	GW84	The Years active of Ice Cube are 1984-present. 	Ice Cube started performing over thirty years ago.	0
10587	T1765	GW84	The Children of Ice Cube are 4, including O'Shea Jackson Jr.. 	Ice Cube's four kids are all for the same woman.	1
10588	T1765	GW84	The Occupation of Ice Cube are Actor, Rapper, and Writer. 	Ice Cube is in his fifties.	2
10589	T1765	GW85	The Instruments of Ice Cube are Vocals. 	Ice Cube is married.	0
10590	T1765	GW85	The Instruments of Ice Cube are Vocals. 	Ice Cube has a few kids.	1
10591	T1765	GW85	The Website of Ice Cube are icecube .com. 	Ice Cube was never on tv	2
10592	T1767	GW2	The In office of Hillary Clinton are January 21, 2009 – February 1, 2013. 	Hillary Clinton was in office for almost four years.	0
10593	T1767	GW2	The President of Hillary Clinton are Barack Obama. 	Hillary Clinton had the role of Secretary of State.	1
10594	T1767	GW2	The In office of Hillary Clinton are January 21, 2009 – February 1, 2013. 	Hillary Clinton took office in the spring.	2
10595	T1767	GW93	The Succeeded by of Hillary Clinton are John Kerry. 	Hillary Clinton was succeeded by John Kerry.	0
10596	T1767	GW93	The Deputy of Hillary Clinton are John Negroponte, James Steinberg, and William Joseph Burns. 	Hillary Clinton's main deputy was James Steinberg.	1
10597	T1767	GW93	The President of Hillary Clinton are Barack Obama. 	Hillary Clinton served under Barack Obama until 2012.	2
10598	T1767	GW74	The In office of Hillary Clinton are January 21, 2009 – February 1, 2013. 	John Kerry began serving in office after February 1, 2013.	0
10599	T1767	GW74	The In office of Hillary Clinton are January 21, 2009 – February 1, 2013. 	John Negroponte was appointed deputy to Hillary Clinton in January 2009.	1
10600	T1767	GW74	The In office of Hillary Clinton are January 21, 2009 – February 1, 2013. 	Condoleezza Rice served in office in February 2009.	2
10601	T1769	GW84	In Rainbows was Released on 10 October 2007  ( 2007-10-10 ). 	In Rainbows was released in the same year it was recorded.	0
10602	T1769	GW84	The Genre of In Rainbows are Alternative rock, art rock, experimental rock, and art pop. 	In Rainbows has more art rock songs than art pop.	1
10603	T1769	GW84	The Producer of In Rainbows are Nigel Godrich. 	Nigel Gorich didn't do work on the album In Rainbows.	2
10604	T1769	GW2	The Producer of In Rainbows are Nigel Godrich. 	In Rainbows is a rock/pop album produced by Nigel Godrich.	0
10605	T1769	GW2	The Length of In Rainbows are 42 : 39. 	In Rainbows contains exactly nine tracks.	1
10606	T1769	GW2	In Rainbows was Released on 10 October 2007  ( 2007-10-10 ). 	In Rainbows was recorded in only four months.	2
10607	T1769	GW93	The Recorded of In Rainbows are February 2005 - June 2007. 	In Rainbows was recorded for 2 years.	0
10608	T1769	GW93	In Rainbows was Released on 10 October 2007  ( 2007-10-10 ). 	In Rainbows was most successful under its TBD label.	1
10609	T1769	GW93	In Rainbows was Released on 10 October 2007  ( 2007-10-10 ). 	In Rainbows was released in the summer of 2007.	2
10610	T1770	GW84	The Years active of Insane Clown Posse are 1989-present. 	Insane Clown Posse has been performing for over thirty years.	0
10611	T1770	GW84	The Genres of Insane Clown Posse are Hip hop, and horrorcore. 	Insane Clown Posse recorded most of their music in the 90s.	1
10612	T1770	GW84	The Labels of Insane Clown Posse are Psychopathic, Jive, Hollywood, and Island. 	Insane Clown Posse has been signed to a single label for all their career.	2
10613	T1770	GW4	The Years active of Insane Clown Posse are 1989-present. 	Insane Clown Posse has been performing for 30 years.	0
10614	T1770	GW4	The Website of Insane Clown Posse are insaneclownposse .com. 	Insane Clown Posse still live in Detroit Michigan.	1
10615	T1770	GW4	The Also known as of Insane Clown Posse are ICP, Inner City Posse, JJ Boyz, and The Bloody Brothers. 	Insane Clown Posse are known for staying on one label their whole career.	2
10616	T1770	GW93	The Origin of Insane Clown Posse are Delray, Detroit, Michigan, U.S.. 	Both of Insane Clown Posse's members were born in Detroit.	0
10617	T1770	GW93	The Labels of Insane Clown Posse are Psychopathic, Jive, Hollywood, and Island. 	Insane Clown Posse plays jazz music.	1
10618	T1770	GW93	The Genres of Insane Clown Posse are Hip hop, and horrorcore. 	Insane Clown Posse is associated with Limp Bizkit.	2
10619	T1772	GW84	The Artist of Insane Woman are Theodore Gericault. 	Insane Woman was painted in the 1900s.	0
10620	T1772	GW84	The Artist of Insane Woman are Theodore Gericault. 	ThŽodore GŽricault painted most of his paintings using oil.	1
10621	T1772	GW84	The Year of Insane Woman are 1822. 	ThŽodore GŽricault had never been in France before.	2
10622	T1772	GW93	The Artist of Insane Woman are Theodore Gericault. 	Insane Woman was painted in the 19th century.	0
10623	T1772	GW93	The Year of Insane Woman are 1822. 	Insane Woman has only been housed in Lyon.	1
10624	T1772	GW93	The Artist of Insane Woman are Theodore Gericault. 	Insane Woman was created by Picasso.	2
10625	T1772	GW4	The Year of Insane Woman are 1822. 	Insane Woman was made in the 19th century.	0
10626	T1772	GW4	The Year of Insane Woman are 1822. 	Insane Woman took several years to paint.	1
10627	T1772	GW4	The Year of Insane Woman are 1822. 	Insane Woman is kept in Germany.	2
10628	T1773	GW85	The Official Languages of State of Israel are Hebrew. 	State of Israel is an Arabic country.	0
10629	T1773	GW85	The Recognized languages of State of Israel are Arabic. 	Arabic is the only language they use in Israel	1
10630	T1773	GW85	The Demonym(s) of State of Israel are Israeli. 	Israel is a fake place	2
10631	T1773	GW93	The Official Languages of State of Israel are Hebrew. 	There are two main languages in Israel.	0
10632	T1773	GW93	The Government of State of Israel are Unitary parliamentry republic. 	Israel has alway sbeen ruled by a unitary parliament.	1
10633	T1773	GW93	The Religion of State of Israel are 74.7% Jewish, 17.7% Muslim, 2.0% Christian, 1.6% Druze, and 4.0% other. 	State of Israel's second main religion is Christian.	2
10634	T1773	GW72	The Prime Minister of State of Israel are Benjamin Netanyahu. 	Reuven Rivlin served as the President of The State of Israel while Benjamin Netanyahu was Prime Minister	0
10635	T1773	GW72	The Chief Justice of State of Israel are Esther Hayut. 	Yuli-Yoel Edelstein was Knesset Speaker of The State of Israel before the election of Chief Justice Esther Hayut	1
10636	T1773	GW72	The Religion of State of Israel are 74.7% Jewish, 17.7% Muslim, 2.0% Christian, 1.6% Druze, and 4.0% other. 	The State of Israel is predominately Christian	2
10637	T1774	GW60	The Breeder of Inside Information are Ogden Mills Phipps. 	Inside Information has the same Breeder and Owner.	0
10638	T1774	GW60	The Trainer of Inside Information are Claude R. McGaughey III. 	Claude R. McGaughey III died after Oct. 14, 2017.	1
10639	T1774	GW60	The Trainer of Inside Information are Claude R. McGaughey III. 	Inside Information's trainer is also its owner.	2
10640	T1774	GW72	Inside Information was Died on October 14, 2017 (2017-10-14)  (aged 26). 	Inside Information lived for over 25 years	0
10641	T1774	GW72	Inside Information was Died on October 14, 2017 (2017-10-14)  (aged 26). 	Inside Information was still active up to the time they died	1
10642	T1774	GW72	The Owner of Inside Information are Ogden Mills Phipps. 	Inside Information had a different breeder and owner	2
10643	T1774	GW84	The Record of Inside Information are 17: 14-1-2. 	Inside Information ran in over ten races.	0
10644	T1774	GW84	The Trainer of Inside Information are Claude R. McGaughey III. 	Inside Information was the only horse that Claude R. McGaughey III ever trained.	1
10645	T1774	GW84	The Record of Inside Information are 17: 14-1-2. 	Inside Information lost most of its races.	2
10646	T1777	GW86	The Box office of Insomnia are $113.7 million. 	Insomnia's box office receipts were more than twice as much as its budget.	0
10647	T1777	GW86	The Based on of Insomnia are Insomnia  by Nikolaj Frobenius Erik Skjoldbjaerg. 	Insomnia was based on a book with the same name.	1
10648	T1777	GW86	The Edited by of Insomnia are Dody Dorn. 	Insomnia was initially released in the fall.	2
10649	T1777	GW93	The Edited by of Insomnia are Dody Dorn. 	Insomnia has a runtime of over 2 hours.	0
10650	T1777	GW93	The Music by of Insomnia are David Julyan. 	Insomnia was more popular in Europe than it was in the USA.	1
10651	T1777	GW93	The Box office of Insomnia are $113.7 million. 	Insomnia made no money in the box office.	2
10652	T1777	GW72	The Box office of Insomnia are $113.7 million. 	Insomnia recovered their budget amount from its box office sales	0
10653	T1777	GW72	The Production company of Insomnia are Alcon Entertainment, Witt/Thomas Productions, and Section Eight Productions. 	Alcon Entertainment was the lead Production company for Insomnia	1
10654	T1777	GW72	Insomnia was Release date on May 3, 2002  ( 2002-05-03 )  (Tribeca Film Festival), and May 24, 2002  ( 2002-05-24 )  (United States). 	Insomnia was released worldwide besides its showings at film festivals	2
10655	T1778	GW14	The Studio of Insomniac are Hyde Street Studios, San Francisco, California. 	At least one punk album was recorded at Hyde Street Studios.	0
10656	T1778	GW14	The Genre of Insomniac are Punk rock, and pop punk. 	Green Day has produced more than one pop punk album.	1
10657	T1778	GW14	Insomniac was Released on October 10, 1995  ( 1995-10-10 ). 	Insomniac was recorded and released in the same month.	2
10658	T1778	GW72	Insomniac was Released on October 10, 1995  ( 1995-10-10 ). 	Insomniac was not released immediately after it was recorded	0
10659	T1778	GW72	The Label of Insomniac are Reprise. 	Insomniac was the first album by the band on it's Reprise label	1
10660	T1778	GW72	The Recorded of Insomniac are December 1994 - May 1995. 	Insomniac was recorded in multiple studios	2
10661	T1778	GW93	The Genre of Insomniac are Punk rock, and pop punk. 	Insomniac plays punk rock.	0
10662	T1778	GW93	The Producer of Insomniac are Rob Cavallo, and Green Day. 	The main producer of Insomniac is Green Day.	1
10663	T1778	GW93	Insomniac was Released on October 10, 1995  ( 1995-10-10 ). 	Insomniac was released in 2000.	2
10664	T1781	GW94	The Discovery site of HR 8799 e are Keck and Gemini observatories in Hawaii. 	HR 8799 e was fist announced at the end of 2010.	0
10665	T1781	GW94	The Discoverer(s) of HR 8799 e are Marois et al.. 	Marois worked with ten other scientists.	1
10666	T1781	GW94	The Discoverer(s) of HR 8799 e are Marois et al.. 	HR 8799 e has not been published.	2
10667	T1781	GW93	The Discovery site of HR 8799 e are Keck and Gemini observatories in Hawaii. 	HR 8799 e's discovery was published in 2010.	0
10668	T1781	GW93	The Discovery status of HR 8799 e are Published. 	HR 8799 e is not accepted by the scientific community.	1
10669	T1781	GW93	The Discovery status of HR 8799 e are Published. 	HR 8799 e was only discovered by Marois.	2
10670	T1781	GW86	The Discovery status of HR 8799 e are Published. 	The discovery of HR 8799 e was published three weeks after the discovery was announced.	0
10671	T1781	GW86	The Discovery status of HR 8799 e are Published. 	HR 8799 e is the most recently discovered exoplanet.	1
10672	T1781	GW86	The Discovery site of HR 8799 e are Keck and Gemini observatories in Hawaii. 	HR 8799 e was discovered at an observatory located on the mainland United States.	2
10673	T1782	GW3	The Preceded by of Hillary Clinton are Gay Daniels White (January 11, 1983 – December 12, 1992), and Barbara Pryor (January 9, 1979 – January 19, 1981). 	Gay Daniels White was in role from January 19, 1981 to January 11, 1983.	0
10674	T1782	GW3	The Governor of Hillary Clinton are Bill Clinton (January 11, 1983 – December 12, 1992), and Bill Clinton (January 9, 1979 – January 19, 1981). 	Bill Clinton influenced Hillary's political success.	1
10675	T1782	GW3	The Succeeded by of Hillary Clinton are Betty Tucker (January 11, 1983 – December 12, 1992), and Gay Daniels White (January 9, 1979 – January 19, 1981). 	Betty Tucker was in role before Gay Daniels White.	2
10676	T1782	GW84	The Governor of Hillary Clinton are Bill Clinton (January 11, 1983 – December 12, 1992), and Bill Clinton (January 9, 1979 – January 19, 1981). 	Hillary Clinton was married to a former governor.	0
10677	T1782	GW84	The Governor of Hillary Clinton are Bill Clinton (January 11, 1983 – December 12, 1992), and Bill Clinton (January 9, 1979 – January 19, 1981). 	Hillary Clinton married her husband when in office.	1
10678	T1782	GW84	The Governor of Hillary Clinton are Bill Clinton (January 11, 1983 – December 12, 1992), and Bill Clinton (January 9, 1979 – January 19, 1981). 	Hillary Clinton served her role for over two decades.	2
10679	T1782	GW4	The Preceded by of Hillary Clinton are Gay Daniels White (January 11, 1983 – December 12, 1992), and Barbara Pryor (January 9, 1979 – January 19, 1981). 	Hillary Clinton had a break between her two times having a role in government.	0
10680	T1782	GW4	The Governor of Hillary Clinton are Bill Clinton (January 11, 1983 – December 12, 1992), and Bill Clinton (January 9, 1979 – January 19, 1981). 	Hillary Clinton was always first lady when Bill was governor.	1
10681	T1782	GW4	The Governor of Hillary Clinton are Bill Clinton (January 11, 1983 – December 12, 1992), and Bill Clinton (January 9, 1979 – January 19, 1981). 	Hillary Clinton was only first lady of Arkansas once.	2
